,Name,Description,One-Handed Damage,Two-Handed Damage,Main Damage Type,Extra Damage,Extra Damage Type,Type,Rarity,Enchantment,Wielding-Type,Throwable,Dippable,Extra Reach,Light,Melee/Range,Weight,Price,Special Attribute 1,Special Attribute 2,Special Attribute 3,Special Attribute 4,Action 1,Action 2,Action 3,Action 4,Special Action 1,Special Action 2,Special Action 3,Special Action 4,Location,Img url,UID,UUID
277,Selune's Spear of Night,Selûne's Spear of Night is a legendary Spear that allows the wielder to cast Moonbeam and grants Darkvision as well as Advantage on Wisdom Saving Throws and Perception Checks.,1d6 + 3 (4~9) + Strength modifier,1d8 + 3 (4~11) + Strength modifier,Piercing damage,,,Spears,Legendary,+3,Versatile,True,True,False,False,1.5m / 5 ft,1.35kg / 2.7lb,640 gp,Selûne's Blessing: You gain Advantage on Wisdom Saving throws and Perception Checks.,Darkvision: Can see in the dark up to 12 m / 40 ft.,Moonbeam: Cast as a level 3 spell (Recharge: Long rest).,Moonmote: Cast as a cantrip (Recharge: Long rest).,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,,,,,,,"Spoiler warning! This section reveals details about the story of Baldur's Gate 3.   Reward for sparing the Nightsong during Shadowheart's personal quest, The Chosen of Shar. This spear is granted after completing Infiltrate Moonrise Towers, upon speaking to Dame Aylin in camp for the first time. WARNING: there is a bug that can prevent you from obtaining the weapon - use your main character to speak to Aylin in camp for the first time, speaking with Shadowheart seems to show the animation, but the item is not granted.",https://bg3.wiki/w/images/thumb/9/96/Sel%C3%BBne%27s_Spear_of_Night_Icon.png/300px-Sel%C3%BBne%27s_Spear_of_Night_Icon.png,MAG_SHA_SeluneBlessing_Spear,2eeabe97-8f29-4f4f-827e-6cfcd8fd1779
278,Shar's Spear of Evening,Shar's Spear of Evening is a legendary Spear that allows the wielder to gain Shar's Blessing and immunity to blindness.,1d6 + 3 (4~9) + Strength modifier,1d8 + 3 (4~11) + Strength modifier,Piercing damage,,,Spears,Legendary,+3,Versatile,True,False,False,False,1.5m / 5 ft,2.7kg / 5.4lb,640 gp,Shar's Blessing: You gain Advantage on Saving throws while Lightly or Heavily Obscured. This weapon deals an additional 1d6 damage to creatures that are Lightly or Heavily Obscured.,Blind Immunity: The wearer cannot be Blinded.,Shar's Darkness: Cast as a level 2 spell (Recharge: Per turn).,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,,,Edge of Darkness: Create a cloud of Darkness while you attack. [See Notes],,,,"Spoiler warning: The following content contains unhidden spoilers. Read at your own risk. Reward for the quest The Chosen of Shar, for convincing Shadowheart to kill the Nightsong in the Shadowfell.",https://bg3.wiki/w/images/thumb/9/96/Sel%C3%BBne%27s_Spear_of_Night_Icon.png/300px-Sel%C3%BBne%27s_Spear_of_Night_Icon.png,MAG_SHA_SharBlessing_Spear,61f31bf6-47ec-41e1-9385-2f6c26facc87
279,Spear,"Spear is a mundane, nonmagical variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile. Its design doesn't lend itself to be dual-wielded, even by those with special training in dual-wielding.",1d6 (1~6) + Strength modifier,1d8 (1~8) + Strength modifier,Piercing damage,,,Spears,Common,None,Versatile,True,True,False,False,1.5m / 5 ft,1.35kg / 2.7lb,10 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,,,,,https://bg3.wiki/w/images/thumb/2/26/Spear_Icon.png/300px-Spear_Icon.png,WPN_HUM_Spear_A_0,9f0f1c0e-012d-44e1-9b29-86c64d2bf675
280,Spear +1,"Spear +1 is an uncommon, lightly enchanted (+1) variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 + 1 (2~7) + Strength modifier,1d8 + 1 (2~9) + Strength modifier,Piercing damage,,,Spears,Uncommon,+1,Versatile,True,True,False,False,1.5m / 5 ft,1.35kg / 2.7lb,40 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/4/4c/Spear_PlusOne_Icon.png/300px-Spear_PlusOne_Icon.png,WPN_HUM_Spear_A_1,158e6f29-89e9-4279-8f8f-85078f047225
281,Spear of Night,"Spear of Night is a rare, lightly enchanted (+1) variant of the Spears family of weapons. It is a simple melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 + 1 (2~7) + Strength modifier,1d8 + 1 (2~9) + Strength modifier,Piercing damage,,,Spears,Rare,+1,Versatile,True,False,False,False,1.5m / 5 ft,1.35kg / 2.7lb,190 gp,"Shar's Blessing: If Shar allows it, use this spear to kill Nightsong.",,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,,,,"Found resting on a shine in the Silent Library, inside the Gauntlet of Shar X:-820Y:-756.",https://bg3.wiki/w/images/thumb/2/26/Spear_Icon.png/300px-Spear_Icon.png,SHA_SharSpear,d590884d-55a2-4136-9777-531ee7d53f7e
282,The Watcher's Guide,The Watcher's Guide is an uncommon Spear that increases the chance to hit a target after the wielder misses it.,1d6 (1~6) + Strength modifier,1d8 (1~8) + Strength modifier,Piercing damage,,,Spears,Uncommon,None,Versatile,True,True,False,False,1.5m / 5 ft,1.35kg / 2.7lb,200 gp,"Death's Promise: When the spear misses its target, the wielder's next Attack roll against that target gains True Strike.",,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,,,,True Strike Duration: 2 turns  The spellcaster has Advantage on Attack rolls against this creature.,https://bg3.wiki/w/images/thumb/5/5d/The_Watchers_Guide_Icon.png/300px-The_Watchers_Guide_Icon.png,CHA_CompassSpear,7fdf8022-629a-4b34-b0c0-3295bfb2903d
283,Vision of the Absolute,Vision of the Absolute is an uncommon Spear that possibly blinds targets and deals additional Piercing damage against targets with multiple eyes.,1d6 (1~6) + Strength modifier,1d8 (1~8) + Strength modifier,Piercing damage,,,Spears,Uncommon,None,Versatile,True,True,False,False,1.5m / 5 ft,1.35kg / 2.7lb,330 gp,Absolute Night: Blind targets that fail a Dexterity saving throw. Deals an additional 2d6Piercing to certain creatures that sport multiple sets of eyes.,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",,,,,,,,"Repaired by finding and combining the Shaft of a Broken Spear and the Head of a Broken Spear (by right-clicking on one of the items in your inventory and pressing 'combine', then dragging the other item into the open slot.) Shaft of a Broken Spear: Found on the body of Edowin in the Forest west of the Druid Grove X:136Y:446. Head of a Broken Spear: Looted from the Owlbear in the Owlbear Nest.",https://bg3.wiki/w/images/thumb/d/d0/Vision_of_the_Absolute_Icon.png/300px-Vision_of_the_Absolute_Icon.png,FOR_Spear_TrueSoul,a2f4c951-7db4-4d60-9888-f2ad50af7110
284,Allandra's Whelm,"Allandra's Whelm is a rare, moderately enchanted (+2) variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 + 2 (3~8) + Strength modifier,1d8 + 2 (3~10) + Strength modifier,Piercing damage,1d4 (1~4),Cold damage,Tridents,Rare,+2,Versatile,True,False,False,False,1.5m / 5 ft,1.8kg / 3.6lb,250 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,,Frigid Blade: You add your Proficiency Bonus as Cold Damage.,,,,"Not accessible through normal gameplay, but can still be accessed via third party tools.",https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,503d3d60-8798-4c65-bec1-347392733c86,503d3d60-8798-4c65-bec1-347392733c86
285,Nyrulna,"Nyrulna is a legendary, +3 trident that can be thrown to create an explosion that deals Thunder damage in an area. It grants additional movement speed and jump distance and will return to the wielder after being thrown.",1d6 + 3 (4~9) + Strength modifier,1d8 + 3 (4~11) + Strength modifier,Piercing damage,1d6 (1~6),Thunder damage,Tridents,Legendary,+3,Versatile,True,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,840 gp,"Zephyr Connection: This weapon will return to your hand when thrown. You cannot be forced to drop the trident. When thrown, the weapon creates an explosion that deals 3d4Thunder damage in a 6m / 20ft blast centered on the target.",Veil of the Wind: You gain a + 3m / 10ft bonus to movement speed and jump distance. Equipping this weapon gives you Immunity to falling damage.,Nyrulna: Glowing: This object shines with a glowing Light in a radius of 6m / 20ft.,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,,,"Zephyr Flash: Rush forward, creating an air vortex that blasts foes and possibly inflicts Bleeding.",Zephyr Break: Zephyr Break imitates the effects of the spell Gust of Wind while dealing thunder damage.,,,"Win the jackpot from Akabi, found in the Circus of the Last Days in Rivington, by first pickpocketing his Djinni Ring. Nyrulna is found in a DC 20 locked Painted Chest in the JungleX:-1511Y:-1522 he teleports you to, right next to the exit portal. If the character is a Bard, it is also possible to win the jackpot by passing a DC15 Performance check after noticing that Akabi is cheating.",https://bg3.wiki/w/images/thumb/3/35/Nyrulna_Icon.png/300px-Nyrulna_Icon.png,MAG_TheThorns_Trident,daf0be7f-87d9-448a-b94e-471ffec40ac5
286,The Sparky Points,The Sparky Points is a rare Trident that allows the wielder to generate Lightning Charges upon dealing damage with this weapon.,1d6 (1~6) + Strength modifier,1d8 (1~8) + Strength modifier,Piercing damage,,,Tridents,Rare,None,Versatile,True,True,False,True,1.5m / 5 ft,1.8kg / 3.6lb,390 gp,"Electric Blood: When the wielder deals damage using this weapon, they gain 2 Lightning Charges.",,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Disarming Strike: Focus your attack on your foe's hands and possibly force them to drop the weapons they are holding.,,,,,,"Reward for rescuing Counsellor Florrick from the burning inn of Waukeen's Rest during the quest Rescue the Grand Duke. One of three possible rewards for this quest, the other two being The Joltshooter and The Spellsparkler.",https://bg3.wiki/w/images/thumb/6/67/The_Sparky_Points_Icon.png/300px-The_Sparky_Points_Icon.png,MAG_ChargedLightning_Trident,cfdc8fdc-9f59-415f-8098-70035585eadb
287,Trident,"Trident is a mundane, nonmagical variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 (1~6) + Strength modifier,1d8 (1~8) + Strength modifier,Piercing damage,,,Tridents,Common,None,Versatile,True,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,40 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Disarming Strike: Focus your attack on your foe's hands and possibly force them to drop the weapons they are holding.,,,,,,,https://bg3.wiki/w/images/thumb/2/25/Trident_Faded.png/300px-Trident_Faded.png,WPN_HUM_Trident_A_0,d3807461-7c32-44ae-9aba-49ef4d3bf35e
288,Trident +1,"Trident +1 is an uncommon, lightly enchanted (+1) variant of the Tridents family of weapons. It is a martial melee weapon that can be wielded in one hand, or with both hands for extra damage.  Its design lends itself well to be thrown at enemies as a projectile.",1d6 + 1 (2~7) + Strength modifier,1d8 + 1 (2~9) + Strength modifier,Piercing damage,,,Tridents,Uncommon,+1,Versatile,True,True,False,False,1.5m / 5 ft,1.8kg / 3.6lb,55 gp,,,,,"Rush Attack: Charge forward and attack the first enemy in your way, possibly pushing them Off Balance.",Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Disarming Strike: Focus your attack on your foe's hands and possibly force them to drop the weapons they are holding.,,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/2/20/Trident_PlusOne_Icon.png/300px-Trident_PlusOne_Icon.png,WPN_HUM_Trident_A_1,2fab5801-76b1-4669-95d9-7df76bed12dd
289,Trident of The Waves,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,https://bg3.wiki/w/resources/assets/licenses/cc-by-nc-sa.png,,
290,Deep Delver,Deep Delver is an uncommon War Pick that inflicts the Shattered condition on hit.,1d8 (1~8) + Strength modifier,,Piercing damage,,,War Picks,Uncommon,None,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,100 gp,Dig Deep: Inflicts Shattered on hit.,,,,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,,,,,"Dropped by Elder Brithvar in Grymforge (X:-631, Y:326).",https://bg3.wiki/w/images/thumb/4/4e/Warpick_PlusOne_Icon.png/300px-Warpick_PlusOne_Icon.png,UNI_UND_KC_Elder_Warpick,a42bf0f7-3a78-4aae-b94f-ed92a89e847c
291,Pickaxe,"War Pick is a mundane, nonmagical variant of the War Picks family of weapons. It is a martial melee weapon wielded in two-handed, making it unique among other War Picks.",,1d8 (1~8) + Strength modifier,Piercing damage,,,War Picks,Common,None,Two-Handed,False,True,False,False,1.5m / 5 ft,0.41kg / 0.82lb,6 gp,,,,,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,,,,,"Found throughout the game, but commonly found around ruins and underground areas.",https://bg3.wiki/w/images/thumb/0/03/Pickaxe_Faded.png/300px-Pickaxe_Faded.png,TOOL_GEN_Mine_Pickaxe_A,8693aa7e-cd47-4990-80e7-51041f036400
292,War Pick,"War Pick is a mundane, nonmagical variant of the War Picks family of weapons. It is a martial melee weapon wielded in one hand.",1d8 (1~8) + Strength modifier,,Piercing damage,,,War Picks,Common,None,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,40 gp,,,,,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,,,,,,https://bg3.wiki/w/images/thumb/a/a0/War_Pick_Faded.png/300px-War_Pick_Faded.png,WPN_HUM_Warpick_A_0,a088775a-8f75-42f2-aa74-76a3f80701fa
293,War Pick +1,"War Pick +1 is an uncommon, lightly enchanted (+1) variant of the War Picks family of weapons. It is a martial melee weapon wielded in one hand.",1d8 + 1 (2~9) + Strength modifier,,Piercing damage,,,War Picks,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,40 gp,,,,,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up. Always sold by Grat at the Shattered Sanctum.,https://bg3.wiki/w/images/thumb/4/4e/Warpick_PlusOne_Icon.png/300px-Warpick_PlusOne_Icon.png,WPN_HUM_Warpick_A_1,75586d3e-21b2-4d94-ac99-99a6b0e8c3dd
294,Hoppy,Hoppy is an uncommon War Pick that allows the wielder to use Revitalising Strike.,1d8 + 1 (2~9) + Strength modifier,,Piercing damage,,,War Picks,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,100 gp,,,,,Maiming Strike: Possibly Maims your target. They can't move. Flying creatures can't be Maimed.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,"Revitalising Strike: Smash into a foe, wounding them and healing your own injuries. On a hit, heal 1d6hit points. You deal additional Necrotic damage equal to your Proficiency Bonus.",,,,Sold by Lady Esther in the Rosymorn Monastery Trail area of Act One.,https://bg3.wiki/w/images/thumb/4/4e/Warpick_PlusOne_Icon.png/300px-Warpick_PlusOne_Icon.png,MAG_Revitalizing_Warpick,1a0860bf-aa35-4ac4-b98b-2f9fb04426bd
295,Charge-Bound Warhammer,"Charge-Bound Warhammer is a rare, +1 Warhammer with +1 bonus to damage and Attack Rolls, and deals additional 1d6Lightning damage as long as it is bound to an Eldritch Knight or Warlock Pact Weapon.",1d8 + 1 (2~9) + Strength modifier,1d10 + 1 (2~11) + Strength modifier,Bludgeoning damage,,,Warhammers,Rare,+1,Versatile,False,False,False,False,1.5m / 5 ft,2.7kg / 5.4lb,310 gp,Favoured Weapon: This weapon has a +1 bonus to damage and Attack rolls.,Shocking Bound: This weapon deals an additional 1d6Lightning damage.,This hammer's magical powers only function if it's Bound to an Eldritch Knight or is a Warlock's Pact Weapon. These effects are in addition to the weapon's +1 enchantment.,,Backbreaker: Put extra force behind your strike to possibly knock your enemy Prone.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,,,,,,Can be purchased from Dammon in Last Light Inn,https://bg3.wiki/w/images/thumb/d/d1/Warhammer_PlusOne_Icon.png/300px-Warhammer_PlusOne_Icon.png,MAG_Bonded_Shocking_Warhammer,50940e05-ba59-4569-a71f-79af34b605a8
